previous,pdays,duration,poutcome,month,contact,housing,job,loan,education,marital,y_encoded
0,-1,211,unknown,jul,cellular,yes,blue-collar,yes,secondary,married,0
0,-1,316,unknown,jul,telephone,no,management,no,tertiary,divorced,0
0,-1,309,unknown,jul,cellular,yes,technician,no,secondary,married,0
0,-1,574,unknown,sep,cellular,no,admin.,no,secondary,divorced,1
0,-1,383,unknown,may,unknown,yes,blue-collar,yes,primary,married,0
0,-1,359,unknown,may,unknown,yes,technician,no,tertiary,single,0
0,-1,314,unknown,jul,cellular,yes,blue-collar,yes,secondary,single,0
0,-1,186,unknown,nov,cellular,yes,admin.,yes,secondary,married,0
0,-1,166,unknown,may,cellular,yes,blue-collar,no,secondary,divorced,0
0,-1,95,unknown,may,unknown,no,self-employed,no,tertiary,single,0
4,179,168,failure,nov,cellular,yes,technician,yes,tertiary,married,0
2,350,167,failure,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,1109,unknown,aug,cellular,no,management,no,tertiary,married,1
0,-1,150,unknown,nov,cellular,yes,management,no,tertiary,single,1
0,-1,160,unknown,feb,cellular,yes,blue-collar,no,primary,single,0
0,-1,13,unknown,jun,unknown,no,unemployed,no,secondary,married,0
0,-1,57,unknown,aug,cellular,no,admin.,no,secondary,married,0
0,-1,133,unknown,may,cellular,no,blue-collar,no,secondary,divorced,0
0,-1,53,unknown,nov,cellular,yes,admin.,no,tertiary,single,0
0,-1,377,unknown,jun,unknown,yes,self-employed,no,tertiary,single,0
0,-1,231,unknown,jul,cellular,no,services,yes,tertiary,single,0
0,-1,143,unknown,jul,cellular,yes,blue-collar,yes,secondary,married,0
0,-1,489,unknown,may,unknown,yes,technician,no,primary,divorced,0
0,-1,524,unknown,jul,cellular,yes,admin.,no,secondary,married,0
0,-1,282,unknown,jul,telephone,yes,admin.,yes,secondary,married,0
0,-1,175,unknown,jun,unknown,yes,technician,no,secondary,married,0
0,-1,477,unknown,may,unknown,yes,management,yes,tertiary,married,0
6,555,255,success,feb,cellular,yes,management,no,tertiary,single,1
0,-1,258,unknown,apr,cellular,yes,admin.,no,secondary,married,0
0,-1,236,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,515,unknown,mar,telephone,no,retired,no,secondary,married,1
0,-1,161,unknown,may,unknown,yes,services,no,primary,divorced,0
0,-1,155,unknown,nov,telephone,no,management,no,tertiary,married,0
0,-1,196,unknown,may,cellular,yes,management,no,tertiary,single,0
0,-1,137,unknown,jun,unknown,yes,services,yes,primary,married,0
0,-1,74,unknown,jun,cellular,yes,blue-collar,yes,secondary,married,0
0,-1,18,unknown,nov,cellular,yes,self-employed,no,primary,single,0
0,-1,236,unknown,may,unknown,yes,management,no,secondary,married,0
0,-1,126,unknown,jul,telephone,no,management,no,tertiary,married,0
0,-1,133,unknown,jun,unknown,yes,admin.,no,secondary,divorced,0
0,-1,90,unknown,aug,cellular,no,retired,no,tertiary,married,0
4,186,176,failure,nov,cellular,yes,management,yes,tertiary,single,0
0,-1,635,unknown,nov,cellular,yes,technician,no,tertiary,single,0
0,-1,13,unknown,jun,unknown,no,management,no,secondary,married,0
0,-1,131,unknown,may,unknown,yes,services,no,secondary,single,0
0,-1,973,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,136,unknown,may,cellular,no,self-employed,no,tertiary,single,0
2,117,381,other,nov,cellular,yes,management,yes,tertiary,married,0
0,-1,331,unknown,jul,cellular,no,admin.,yes,secondary,single,0
0,-1,197,unknown,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,653,unknown,jan,telephone,no,technician,no,secondary,married,0
0,-1,1462,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,544,unknown,may,unknown,yes,services,no,secondary,single,0
0,-1,379,unknown,may,cellular,yes,admin.,no,secondary,single,0
0,-1,136,unknown,jul,cellular,no,housemaid,yes,secondary,married,0
0,-1,91,unknown,may,unknown,yes,management,yes,tertiary,single,0
0,-1,1617,unknown,jun,unknown,yes,management,yes,tertiary,married,1
0,-1,76,unknown,may,unknown,yes,blue-collar,no,unknown,married,0
0,-1,200,unknown,may,unknown,yes,admin.,no,primary,divorced,0
0,-1,344,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,973,unknown,jun,unknown,no,unemployed,no,primary,married,1
0,-1,363,unknown,may,unknown,yes,services,yes,secondary,married,0
0,-1,48,unknown,jun,unknown,no,blue-collar,no,primary,married,0
0,-1,141,unknown,aug,cellular,yes,technician,no,secondary,single,0
0,-1,795,unknown,jul,cellular,no,blue-collar,yes,primary,married,0
0,-1,55,unknown,jul,cellular,yes,technician,no,secondary,married,0
0,-1,131,unknown,aug,cellular,yes,technician,no,tertiary,single,0
0,-1,219,unknown,jul,cellular,yes,blue-collar,no,primary,married,0
0,-1,376,unknown,jul,cellular,no,technician,no,secondary,married,0
2,60,100,failure,apr,cellular,yes,technician,yes,tertiary,single,0
0,-1,251,unknown,nov,cellular,no,admin.,no,secondary,single,0
1,100,303,success,feb,cellular,no,services,no,tertiary,single,0
1,103,439,success,may,cellular,no,admin.,no,secondary,divorced,1
0,-1,711,unknown,jul,cellular,no,technician,no,secondary,single,0
0,-1,178,unknown,may,cellular,yes,services,yes,secondary,divorced,0
0,-1,25,unknown,feb,cellular,yes,entrepreneur,no,secondary,divorced,0
0,-1,115,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,166,unknown,feb,cellular,no,blue-collar,no,secondary,married,0
0,-1,812,unknown,may,unknown,yes,technician,no,secondary,single,1
2,373,26,failure,may,telephone,yes,blue-collar,no,secondary,married,0
0,-1,308,unknown,aug,cellular,no,retired,no,secondary,married,0
0,-1,130,unknown,may,unknown,yes,management,no,tertiary,divorced,0
0,-1,213,unknown,may,unknown,yes,blue-collar,yes,primary,married,0
0,-1,172,unknown,aug,cellular,no,technician,no,secondary,married,0
0,-1,210,unknown,may,cellular,yes,technician,no,secondary,married,0
0,-1,257,unknown,jul,cellular,yes,management,no,secondary,single,0
0,-1,289,unknown,may,unknown,yes,technician,yes,secondary,married,0
0,-1,247,unknown,may,unknown,yes,services,no,secondary,married,0
0,-1,233,unknown,apr,cellular,yes,blue-collar,no,secondary,married,0
0,-1,11,unknown,jun,unknown,no,technician,no,tertiary,divorced,0
0,-1,1051,unknown,may,unknown,yes,entrepreneur,yes,primary,single,1
0,-1,85,unknown,may,unknown,yes,management,yes,tertiary,married,0
0,-1,160,unknown,jun,unknown,no,technician,no,secondary,married,0
0,-1,383,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,177,unknown,nov,cellular,yes,blue-collar,yes,primary,married,0
3,175,235,success,oct,cellular,no,student,no,secondary,single,0
0,-1,57,unknown,may,unknown,yes,management,no,tertiary,married,0
0,-1,31,unknown,may,unknown,yes,blue-collar,no,unknown,divorced,0
0,-1,90,unknown,jul,cellular,yes,blue-collar,no,primary,married,0
0,-1,67,unknown,jun,unknown,no,services,no,secondary,divorced,0
0,-1,66,unknown,jul,cellular,no,technician,no,tertiary,married,0
0,-1,200,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,139,unknown,apr,cellular,yes,technician,no,secondary,married,0
0,-1,103,unknown,jul,cellular,no,services,no,secondary,divorced,0
0,-1,445,unknown,jul,cellular,yes,blue-collar,yes,primary,married,0
0,-1,297,unknown,jul,unknown,no,technician,no,tertiary,married,0
7,304,104,failure,may,cellular,yes,services,yes,secondary,married,0
0,-1,238,unknown,jun,cellular,no,management,no,tertiary,single,1
0,-1,390,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,25,unknown,jun,unknown,yes,services,no,primary,married,0
0,-1,232,unknown,may,unknown,yes,blue-collar,yes,secondary,married,0
0,-1,421,unknown,may,telephone,yes,management,no,tertiary,single,0
0,-1,122,unknown,jul,unknown,no,technician,yes,primary,divorced,0
0,-1,172,unknown,jun,unknown,no,housemaid,no,primary,married,0
0,-1,395,unknown,may,unknown,yes,blue-collar,no,secondary,single,0
0,-1,110,unknown,may,unknown,yes,student,no,secondary,single,0
0,-1,100,unknown,jul,cellular,no,student,no,secondary,married,0
1,343,399,other,may,cellular,yes,self-employed,yes,secondary,married,0
0,-1,369,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,71,unknown,nov,cellular,yes,management,no,secondary,married,0
0,-1,33,unknown,may,unknown,no,blue-collar,no,secondary,married,0
0,-1,397,unknown,may,cellular,yes,admin.,no,tertiary,divorced,0
0,-1,82,unknown,aug,cellular,no,technician,no,tertiary,married,0
0,-1,225,unknown,aug,cellular,no,unemployed,no,tertiary,single,1
0,-1,216,unknown,jun,unknown,yes,entrepreneur,yes,secondary,married,0
0,-1,58,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,137,unknown,may,unknown,no,management,no,tertiary,divorced,0
1,101,165,other,mar,telephone,no,retired,no,secondary,married,0
0,-1,138,unknown,may,unknown,yes,services,no,secondary,married,0
0,-1,52,unknown,may,cellular,yes,services,no,tertiary,married,0
2,128,189,other,nov,cellular,yes,management,no,tertiary,married,0
0,-1,260,unknown,jul,cellular,no,services,no,secondary,single,0
0,-1,88,unknown,may,unknown,yes,management,no,tertiary,single,0
0,-1,223,unknown,jun,unknown,yes,management,no,tertiary,single,0
0,-1,60,unknown,may,unknown,yes,admin.,no,secondary,married,0
0,-1,578,unknown,nov,cellular,no,technician,no,tertiary,married,1
0,-1,244,unknown,may,cellular,yes,admin.,no,secondary,married,0
0,-1,180,unknown,oct,cellular,no,student,no,secondary,single,1
0,-1,53,unknown,jun,unknown,no,retired,no,secondary,married,0
0,-1,170,unknown,jun,unknown,no,self-employed,no,secondary,single,0
0,-1,164,unknown,aug,cellular,no,blue-collar,no,secondary,married,0
5,327,155,failure,may,cellular,yes,blue-collar,no,primary,married,0
0,-1,709,unknown,may,unknown,yes,blue-collar,no,secondary,married,1
0,-1,14,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,546,unknown,may,unknown,yes,admin.,no,secondary,single,0
1,461,1422,failure,feb,cellular,yes,technician,no,secondary,married,1
1,365,118,failure,may,cellular,yes,blue-collar,no,secondary,divorced,0
0,-1,119,unknown,aug,cellular,no,technician,no,tertiary,single,0
0,-1,394,unknown,jun,unknown,yes,blue-collar,no,unknown,married,0
1,346,90,failure,apr,cellular,yes,blue-collar,no,secondary,single,0
1,345,606,failure,may,cellular,no,admin.,no,secondary,single,0
0,-1,165,unknown,jul,cellular,no,blue-collar,no,primary,married,0
3,322,336,failure,may,cellular,yes,admin.,no,secondary,single,0
0,-1,475,unknown,jul,cellular,no,technician,yes,secondary,single,0
5,95,65,failure,aug,cellular,yes,management,no,tertiary,married,0
0,-1,239,unknown,aug,cellular,no,self-employed,no,primary,married,0
0,-1,139,unknown,feb,telephone,no,retired,no,unknown,married,0
0,-1,64,unknown,feb,cellular,yes,technician,no,unknown,married,0
0,-1,220,unknown,jul,cellular,no,services,yes,secondary,married,0
0,-1,633,unknown,feb,cellular,no,management,no,tertiary,married,0
2,350,56,failure,may,cellular,no,blue-collar,no,primary,married,0
0,-1,95,unknown,aug,cellular,no,management,no,tertiary,single,0
0,-1,82,unknown,may,unknown,yes,services,yes,secondary,married,0
1,176,731,failure,may,cellular,no,retired,no,secondary,married,1
0,-1,80,unknown,jun,unknown,yes,technician,no,tertiary,married,0
0,-1,20,unknown,nov,cellular,no,unemployed,no,tertiary,single,0
0,-1,510,unknown,apr,cellular,yes,management,no,tertiary,single,0
2,154,88,failure,apr,cellular,yes,entrepreneur,no,secondary,married,0
0,-1,231,unknown,nov,cellular,yes,management,no,tertiary,married,0
0,-1,335,unknown,apr,cellular,no,admin.,no,secondary,divorced,0
1,91,379,success,feb,cellular,no,student,no,secondary,single,1
0,-1,161,unknown,nov,cellular,no,retired,no,tertiary,married,0
0,-1,88,unknown,apr,cellular,yes,technician,yes,secondary,married,0
0,-1,176,unknown,aug,cellular,no,self-employed,no,tertiary,single,0
0,-1,49,unknown,may,cellular,yes,blue-collar,no,primary,married,0
0,-1,683,unknown,aug,cellular,no,management,no,tertiary,single,0
8,196,447,other,feb,cellular,no,management,yes,secondary,divorced,0
0,-1,78,unknown,jul,cellular,yes,management,no,secondary,married,0
1,86,211,success,apr,cellular,no,blue-collar,no,secondary,married,0
0,-1,144,unknown,aug,cellular,yes,technician,no,tertiary,married,0
4,343,151,failure,may,cellular,yes,retired,no,secondary,single,0
0,-1,92,unknown,may,unknown,yes,blue-collar,yes,primary,married,0
0,-1,210,unknown,may,unknown,yes,technician,no,secondary,single,0
1,103,115,success,may,cellular,no,management,no,secondary,married,0
0,-1,401,unknown,oct,cellular,no,admin.,no,secondary,married,1
2,184,127,success,feb,cellular,no,housemaid,no,tertiary,married,1
0,-1,73,unknown,jul,cellular,yes,management,no,secondary,married,0
0,-1,81,unknown,aug,cellular,no,management,no,tertiary,married,0
1,355,1057,other,may,cellular,yes,blue-collar,no,primary,married,1
1,293,291,failure,may,cellular,yes,blue-collar,yes,secondary,married,0
0,-1,703,unknown,may,cellular,yes,blue-collar,no,primary,single,0
0,-1,143,unknown,oct,cellular,no,admin.,no,tertiary,single,0
0,-1,135,unknown,may,unknown,yes,technician,no,primary,married,0
0,-1,21,unknown,nov,cellular,yes,entrepreneur,no,tertiary,divorced,0
0,-1,22,unknown,may,cellular,yes,technician,no,secondary,married,0
0,-1,30,unknown,jun,telephone,no,technician,no,secondary,single,0
0,-1,411,unknown,jun,cellular,no,technician,no,tertiary,single,1
0,-1,161,unknown,jun,unknown,yes,services,yes,secondary,married,0
0,-1,37,unknown,aug,cellular,no,management,no,tertiary,single,0
0,-1,272,unknown,aug,cellular,no,technician,no,secondary,married,0
2,341,89,failure,apr,cellular,yes,unemployed,yes,secondary,divorced,0
2,374,34,other,may,cellular,yes,student,no,secondary,single,0
0,-1,70,unknown,aug,cellular,no,technician,no,tertiary,married,0
0,-1,115,unknown,jun,unknown,no,services,no,secondary,married,0
0,-1,271,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,188,unknown,apr,cellular,yes,blue-collar,no,primary,married,0
0,-1,139,unknown,jul,cellular,no,technician,yes,secondary,married,0
0,-1,90,unknown,may,unknown,no,services,no,secondary,married,0
2,164,123,success,nov,cellular,yes,admin.,no,secondary,divorced,0
0,-1,1165,unknown,jul,cellular,no,management,yes,secondary,single,0
0,-1,41,unknown,nov,cellular,no,management,no,tertiary,single,0
0,-1,401,unknown,may,unknown,yes,services,no,primary,married,0
0,-1,122,unknown,feb,cellular,yes,technician,no,secondary,married,0
0,-1,431,unknown,jul,cellular,yes,blue-collar,no,primary,married,0
0,-1,201,unknown,jun,cellular,no,blue-collar,no,tertiary,divorced,0
1,123,121,other,nov,cellular,yes,management,no,tertiary,married,0
0,-1,60,unknown,jun,unknown,no,admin.,no,secondary,married,0
0,-1,247,unknown,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,169,unknown,apr,cellular,yes,self-employed,no,secondary,single,0
0,-1,394,unknown,jun,unknown,yes,management,yes,tertiary,single,0
2,342,150,failure,may,cellular,yes,technician,no,secondary,divorced,0
0,-1,85,unknown,mar,cellular,no,management,no,tertiary,single,0
0,-1,212,unknown,jul,cellular,yes,self-employed,no,tertiary,married,0
0,-1,94,unknown,jun,cellular,no,blue-collar,no,primary,married,0
1,140,208,failure,apr,cellular,yes,blue-collar,no,primary,married,0
0,-1,151,unknown,aug,cellular,no,blue-collar,no,primary,married,0
0,-1,273,unknown,aug,cellular,no,blue-collar,no,primary,married,0
0,-1,178,unknown,may,unknown,yes,retired,no,primary,married,0
0,-1,10,unknown,nov,telephone,yes,admin.,no,secondary,single,0
4,251,82,other,feb,cellular,yes,admin.,no,secondary,married,0
0,-1,196,unknown,jun,unknown,no,services,no,secondary,married,0
0,-1,988,unknown,jun,unknown,no,unemployed,no,tertiary,married,1
0,-1,295,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,320,unknown,jun,unknown,no,blue-collar,yes,primary,married,0
0,-1,28,unknown,jun,unknown,no,student,no,secondary,married,0
0,-1,866,unknown,jan,cellular,no,technician,no,tertiary,single,1
0,-1,139,unknown,jul,cellular,yes,self-employed,no,tertiary,single,0
1,124,165,other,jun,cellular,no,admin.,no,secondary,single,0
0,-1,393,unknown,may,cellular,yes,retired,no,secondary,married,0
0,-1,53,unknown,apr,cellular,yes,blue-collar,no,unknown,married,0
0,-1,777,unknown,may,unknown,yes,management,no,tertiary,single,0
0,-1,344,unknown,may,unknown,yes,management,no,tertiary,single,0
0,-1,48,unknown,jul,cellular,yes,management,no,tertiary,married,0
0,-1,722,unknown,sep,telephone,yes,technician,no,tertiary,divorced,1
0,-1,127,unknown,feb,cellular,yes,technician,no,secondary,single,0
0,-1,507,unknown,may,cellular,yes,management,no,tertiary,married,0
0,-1,532,unknown,jun,unknown,no,technician,no,secondary,married,0
0,-1,95,unknown,may,unknown,yes,blue-collar,no,primary,single,0
0,-1,218,unknown,jul,cellular,yes,admin.,no,primary,married,0
0,-1,33,unknown,nov,telephone,yes,services,no,primary,married,0
0,-1,11,unknown,sep,unknown,no,services,no,secondary,single,0
2,96,310,other,sep,cellular,no,self-employed,no,tertiary,single,0
0,-1,238,unknown,jul,cellular,yes,blue-collar,no,secondary,married,0
0,-1,420,unknown,jul,unknown,no,services,yes,primary,married,0
0,-1,400,unknown,apr,cellular,no,retired,no,primary,married,1
0,-1,128,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,217,unknown,aug,cellular,no,technician,no,secondary,married,0
0,-1,30,unknown,jul,unknown,no,technician,yes,tertiary,single,0
0,-1,452,unknown,may,unknown,yes,admin.,no,secondary,married,0
0,-1,55,unknown,aug,cellular,yes,admin.,no,primary,married,0
0,-1,701,unknown,jun,unknown,no,housemaid,yes,primary,married,1
0,-1,114,unknown,may,unknown,no,services,no,secondary,married,0
0,-1,112,unknown,may,unknown,yes,student,no,tertiary,single,0
0,-1,85,unknown,jun,unknown,yes,management,no,tertiary,married,0
0,-1,479,unknown,jan,telephone,no,retired,no,secondary,married,0
0,-1,278,unknown,apr,cellular,yes,blue-collar,no,secondary,married,0
0,-1,42,unknown,jul,cellular,yes,entrepreneur,no,tertiary,married,0
0,-1,69,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,746,unknown,may,unknown,yes,entrepreneur,no,secondary,married,0
0,-1,565,unknown,jan,cellular,no,admin.,no,secondary,married,1
0,-1,340,unknown,jun,unknown,no,unemployed,no,primary,married,0
2,201,140,other,dec,cellular,no,technician,no,tertiary,married,0
0,-1,137,unknown,jun,unknown,no,blue-collar,no,secondary,divorced,0
2,194,131,failure,nov,cellular,yes,blue-collar,no,secondary,married,0
1,145,74,failure,nov,cellular,no,technician,yes,secondary,married,0
1,171,284,failure,dec,cellular,no,admin.,no,tertiary,divorced,1
0,-1,48,unknown,jun,unknown,no,unknown,no,unknown,married,0
0,-1,17,unknown,aug,unknown,yes,blue-collar,yes,primary,single,0
0,-1,122,unknown,apr,cellular,yes,blue-collar,no,primary,married,0
1,186,172,failure,apr,cellular,no,retired,no,tertiary,married,0
2,390,228,other,mar,cellular,no,retired,no,tertiary,divorced,1
0,-1,107,unknown,may,cellular,no,management,no,tertiary,single,0
0,-1,238,unknown,jun,unknown,yes,admin.,no,secondary,single,0
0,-1,130,unknown,may,cellular,yes,blue-collar,no,primary,married,0
1,90,263,failure,nov,cellular,no,student,no,secondary,single,1
0,-1,46,unknown,jun,unknown,yes,services,no,secondary,single,0
0,-1,792,unknown,may,cellular,yes,services,yes,secondary,single,1
4,237,249,failure,apr,cellular,yes,blue-collar,no,primary,married,0
0,-1,76,unknown,jun,unknown,no,technician,no,secondary,single,0
1,603,427,failure,sep,cellular,no,unemployed,no,secondary,single,1
0,-1,152,unknown,apr,cellular,no,student,no,tertiary,single,0
0,-1,551,unknown,aug,cellular,no,entrepreneur,no,tertiary,married,0
0,-1,258,unknown,feb,telephone,no,unemployed,no,primary,divorced,0
0,-1,314,unknown,jun,cellular,no,blue-collar,no,secondary,married,1
0,-1,98,unknown,aug,cellular,no,admin.,no,secondary,married,0
5,91,265,success,aug,cellular,no,unknown,no,secondary,married,1
0,-1,59,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,254,unknown,aug,cellular,yes,management,no,tertiary,married,0
9,174,12,other,feb,cellular,no,technician,no,secondary,married,0
0,-1,103,unknown,jul,cellular,yes,admin.,no,secondary,married,0
0,-1,151,unknown,jul,cellular,no,blue-collar,yes,secondary,married,0
0,-1,408,unknown,aug,cellular,no,retired,no,secondary,married,1
0,-1,214,unknown,jul,cellular,no,blue-collar,yes,primary,divorced,0
0,-1,44,unknown,aug,cellular,no,technician,no,secondary,single,0
0,-1,62,unknown,aug,cellular,no,technician,no,tertiary,divorced,0
0,-1,183,unknown,may,unknown,yes,blue-collar,no,secondary,single,0
0,-1,54,unknown,jul,cellular,no,technician,no,unknown,divorced,0
0,-1,140,unknown,may,unknown,yes,technician,yes,primary,married,0
4,184,507,failure,jan,cellular,no,management,yes,tertiary,married,0
0,-1,543,unknown,jul,cellular,yes,services,yes,secondary,married,1
4,278,173,failure,may,cellular,yes,technician,no,secondary,divorced,0
0,-1,22,unknown,jun,unknown,yes,blue-collar,yes,secondary,married,0
0,-1,188,unknown,jan,cellular,no,technician,yes,tertiary,married,0
0,-1,23,unknown,apr,cellular,yes,retired,no,primary,married,0
0,-1,110,unknown,feb,cellular,no,services,no,secondary,single,0
0,-1,438,unknown,jun,cellular,no,management,yes,tertiary,divorced,1
0,-1,618,unknown,nov,cellular,yes,blue-collar,no,primary,married,0
0,-1,112,unknown,jul,cellular,no,entrepreneur,no,secondary,married,0
16,555,223,failure,nov,cellular,no,admin.,no,secondary,single,0
3,323,367,failure,apr,cellular,yes,technician,no,secondary,married,1
0,-1,77,unknown,apr,telephone,no,retired,no,tertiary,single,0
0,-1,127,unknown,jul,cellular,yes,technician,no,secondary,married,0
3,347,1024,failure,may,cellular,yes,student,no,tertiary,married,1
0,-1,213,unknown,may,unknown,yes,technician,no,tertiary,single,0
0,-1,109,unknown,jun,unknown,no,entrepreneur,no,secondary,married,0
0,-1,86,unknown,nov,cellular,yes,blue-collar,no,secondary,married,0
0,-1,372,unknown,jan,cellular,yes,management,yes,tertiary,single,0
0,-1,377,unknown,jul,cellular,yes,housemaid,no,primary,married,0
0,-1,336,unknown,aug,cellular,no,technician,no,secondary,married,1
0,-1,115,unknown,aug,cellular,no,services,no,secondary,married,0
0,-1,356,unknown,may,unknown,yes,services,no,secondary,married,0
0,-1,1022,unknown,may,unknown,yes,blue-collar,no,secondary,married,1
0,-1,177,unknown,may,unknown,no,blue-collar,no,primary,married,0
0,-1,42,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
0,-1,229,unknown,nov,cellular,yes,management,no,secondary,married,0
5,227,148,failure,feb,cellular,yes,blue-collar,no,tertiary,single,0
0,-1,342,unknown,apr,cellular,yes,admin.,no,secondary,single,0
0,-1,166,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,163,unknown,jan,cellular,no,student,no,secondary,single,0
2,92,99,failure,nov,cellular,no,technician,no,secondary,married,0
0,-1,153,unknown,may,cellular,yes,technician,no,unknown,single,0
0,-1,129,unknown,apr,telephone,no,retired,no,unknown,divorced,0
0,-1,74,unknown,aug,cellular,yes,management,no,tertiary,single,0
2,131,104,failure,nov,cellular,yes,management,no,primary,married,0
0,-1,340,unknown,aug,cellular,no,management,no,tertiary,single,0
0,-1,198,unknown,may,unknown,yes,self-employed,yes,secondary,single,0
0,-1,98,unknown,may,unknown,yes,management,no,tertiary,single,0
0,-1,224,unknown,may,cellular,yes,blue-collar,no,secondary,married,1
0,-1,202,unknown,may,cellular,yes,self-employed,no,tertiary,single,0
0,-1,362,unknown,may,cellular,yes,technician,no,secondary,divorced,0
0,-1,80,unknown,mar,cellular,no,management,no,tertiary,married,1
2,199,433,failure,feb,cellular,no,admin.,yes,secondary,married,0
0,-1,104,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,172,unknown,aug,cellular,no,housemaid,no,primary,married,0
0,-1,71,unknown,jul,cellular,no,services,no,secondary,divorced,0
0,-1,89,unknown,aug,cellular,no,retired,no,primary,married,0
0,-1,21,unknown,may,unknown,yes,blue-collar,yes,secondary,married,0
7,198,494,failure,feb,cellular,yes,services,yes,secondary,married,0
0,-1,347,unknown,aug,cellular,no,management,no,tertiary,divorced,0
0,-1,166,unknown,jul,cellular,no,housemaid,no,primary,divorced,0
0,-1,36,unknown,feb,cellular,yes,services,no,secondary,single,0
0,-1,222,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
0,-1,500,unknown,jul,cellular,no,blue-collar,yes,secondary,single,0
0,-1,195,unknown,may,unknown,yes,blue-collar,yes,secondary,married,0
0,-1,172,unknown,jun,unknown,no,management,no,tertiary,married,0
4,92,271,success,jun,cellular,yes,services,no,secondary,married,1
5,2,510,other,aug,cellular,no,management,no,tertiary,married,0
0,-1,91,unknown,feb,cellular,no,technician,no,secondary,divorced,0
2,99,325,success,aug,cellular,no,admin.,no,tertiary,single,0
0,-1,462,unknown,nov,cellular,no,unemployed,no,primary,married,1
0,-1,89,unknown,may,cellular,yes,technician,no,secondary,married,0
0,-1,147,unknown,may,unknown,yes,services,no,secondary,married,0
0,-1,40,unknown,may,telephone,yes,technician,no,secondary,single,0
0,-1,88,unknown,nov,cellular,yes,entrepreneur,no,tertiary,single,0
0,-1,210,unknown,jul,telephone,no,blue-collar,yes,primary,married,0
0,-1,156,unknown,aug,cellular,yes,admin.,no,secondary,divorced,0
1,370,294,failure,may,cellular,yes,self-employed,no,secondary,married,0
0,-1,119,unknown,jun,unknown,no,services,no,secondary,divorced,0
0,-1,431,unknown,may,unknown,yes,admin.,yes,secondary,single,0
1,244,235,failure,feb,cellular,no,blue-collar,no,secondary,married,0
0,-1,430,unknown,jul,cellular,yes,blue-collar,no,secondary,married,0
0,-1,556,unknown,may,unknown,yes,admin.,no,secondary,married,0
0,-1,166,unknown,jun,unknown,no,services,no,secondary,married,0
0,-1,59,unknown,jun,cellular,no,blue-collar,no,unknown,married,0
0,-1,126,unknown,jul,cellular,yes,entrepreneur,no,primary,married,0
0,-1,843,unknown,jul,cellular,no,services,no,secondary,married,1
8,57,404,success,nov,cellular,yes,retired,no,tertiary,married,1
0,-1,162,unknown,jul,cellular,no,management,no,tertiary,single,0
3,96,708,success,jan,cellular,no,retired,no,tertiary,single,1
0,-1,817,unknown,jul,cellular,yes,technician,no,secondary,married,1
0,-1,175,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,147,unknown,jan,cellular,no,retired,no,tertiary,married,0
0,-1,78,unknown,may,unknown,yes,management,no,primary,divorced,0
1,261,194,failure,feb,cellular,no,management,no,unknown,married,1
0,-1,128,unknown,jul,cellular,no,management,no,tertiary,married,0
0,-1,72,unknown,may,unknown,yes,management,yes,tertiary,married,0
0,-1,262,unknown,jun,unknown,no,management,no,tertiary,married,0
7,270,15,other,may,cellular,yes,management,no,tertiary,married,0
0,-1,132,unknown,mar,cellular,no,unemployed,no,secondary,married,1
0,-1,90,unknown,aug,cellular,no,management,no,tertiary,single,0
0,-1,70,unknown,jul,cellular,no,self-employed,yes,tertiary,married,0
0,-1,126,unknown,jul,cellular,yes,admin.,no,secondary,married,0
0,-1,393,unknown,jun,cellular,no,management,no,tertiary,single,1
2,112,95,failure,oct,cellular,yes,technician,no,secondary,married,0
0,-1,104,unknown,mar,cellular,yes,technician,no,tertiary,divorced,0
0,-1,105,unknown,aug,cellular,no,technician,no,tertiary,married,0
0,-1,6,unknown,may,telephone,yes,blue-collar,no,primary,married,0
0,-1,180,unknown,jul,cellular,no,admin.,no,secondary,married,0
0,-1,396,unknown,may,unknown,yes,blue-collar,no,primary,single,0
